Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
741d0bc0-d425-6fca-622a-ab5bd140fed5,1962-08-14,1987-07-01,999-81-6542,S99973471,X66342925X,Ms.,Consuelo468,Leisa54,Gutkowski940,MD,Nienow652,W,other,hispanic,F,Townsend  Massachusetts  US,705 Harris Row,Beverly,Massachusetts,Worcester County,39004.944498628145,620,41.6706572281029,-70.26217081690244,707883.1176966169,1211133.053069746,202711
d3aa4d0d-b047-3d58-1d55-a0a4fc2fe67a,1956-12-20,1969-02-04,999-96-1323,S99990679,X27238568X,Mrs.,Victoria535,Rosaline65,Feest103,MD,Torp761,W,asian,nonhispanic,M,Dennis  Massachusetts  US,1046 Kessler Trace,Middleborough,Massachusetts,Essex County,39380.42003892915,2692,42.66612454481136,-71.90740710494427,458823.46079421835,1716660.866266551,293584
78d591dc-0f3f-9ac4-1de7-eb0d5b80c59e,2010-09-19,1969-11-25,999-73-8314,S99931985,X36212917X,Ms.,Werner409,Parker433,Jimínez732,MD,Williamson769,D,white,hispanic,F,Fairhaven  Massachusetts  US,1098 Boyer Port Unit 41,Haverhill,Massachusetts,Suffolk County,26308.630259209447,1294,42.34163713827256,-72.77096396168164,1074196.6468798262,3593083.840099105,45787
9fff63aa-a8dd-1fb8-9e25-3edc4dcf0308,1965-10-02,2015-08-29,999-50-6413,S99987457,X57329522X,Ms.,Zack583,Jamaal34,Vandervort697,MD,Beatty507,D,asian,nonhispanic,M,Puebla  Puebla  MX,552 Spencer Ferry Suite 75,Fall River,Massachusetts,Dukes County,27528.59772377839,1605,42.20402649263019,-72.7220433722678,1284821.9499393334,1619418.828259903,57970
12a994a3-94e9-8090-f0c4-a73d3ba9f7f1,1992-07-12,1987-07-01,999-29-6679,S99949871,X64746135X,Ms.,Werner409,Ervin886,Spencer878,MD,Beatty507,S,black,hispanic,M,Ponce  Puerto Rico  PR,149 Mertz Heights Unit 3,Attleboro,Massachusetts,Plymouth County,43468.425790807356,2154,42.566860307313064,-72.64359577474882,1203261.2401768635,1573329.9347783215,611736
53397b68-7350-758e-482c-3f181ce504cb,2015-06-30,2019-02-06,999-21-9804,S99942654,X1165390X,Mrs.,Lynwood354,Clotilde434,Stroman228,MD,Murazik203,D,white,nonhispanic,M,Pittsfield  Massachusetts  US,160 Marvin Camp Suite 5,Worcester,Massachusetts,Worcester County,29256.335314759268,102,41.71096430661858,-70.85383091547521,336720.91034872574,2928765.576183725,474950
8a5bebe9-b3e5-54f6-f77d-85b6084d43c3,2013-09-30,2021-04-30,999-66-2189,S99976047,X63204284X,Mrs.,Donya787,Tatiana738,Vandervort697,MD,Harvey63,W,hawaiian,hispanic,M,Dartmouth  Massachusetts  US,684 Wilkinson Run,Plymouth,Massachusetts,Worcester County,41044.30838814476,2416,42.14750245993028,-70.36537209354218,35162.810451275276,1809496.9855016456,600818
2efabc76-892a-b1cf-f47b-4c046d7b197d,1992-07-12,1987-07-01,999-39-5535,S99982503,X12395190X,Mr.,Consuelo468,Olimpia983,Murazik203,MD,Moen819,W,hawaiian,nonhispanic,M,Panama City  Panama  PA,921 Hagenes Fort Suite 40,East Falmouth,Massachusetts,Hampshire County,26091.689725877295,2810,42.439647659711774,-71.09692178271969,1444461.956047087,1868146.6301053357,281677
ad711c18-e176-fde2-903e-bc365bf73c0e,1995-11-16,2003-08-23,999-36-8712,S99921015,X63204284X,Ms.,Tyler508,Clotilde434,Blanda868,MD,Murray856,M,hawaiian,nonhispanic,M,Fitchburg  Massachusetts  US,395 Marvin Row Unit 94,Taunton,Massachusetts,Hampden County,31073.331211916928,2535,42.05819740938459,-71.39095108733291,296829.2730339908,2308395.0471182326,901178
608784ca-16b9-ab1d-2e10-cba8af33a1a1,1979-03-18,1969-02-04,999-17-9178,S99941497,X63204284X,Ms.,Shawana711,Tobias236,Wyman904,MD,Murazik203,M,hawaiian,hispanic,F,Pepperell  Massachusetts  US,425 Adams Frontage road Suite 80,Woburn,Massachusetts,Barnstable County,39322.93476792519,352,41.67659468541949,-72.2398948808361,168821.40602955504,2414280.3389063836,46747
4c6d1f43-2d39-2fac-664a-0eb15d0443f3,1976-07-11,2003-08-23,999-14-6274,S99959599,X53268051X,Mr.,Ray930,Dwayne786,Terry864,MD,Nienow652,D,black,nonhispanic,F,Beverly  Massachusetts  US,705 Harris Row,Boston,Massachusetts,Barnstable County,34085.38421519234,2552,42.37787170477027,-70.68138175335211,616014.2624287651,848074.0629489934,395144
0ad7046c-733e-bc14-d9e9-33ba86cefb20,1994-04-20,2022-05-16,999-63-3022,S99964821,X12395190X,Mrs.,Georgianna701,Trent525,Pfeffer420,MD,Torp761,D,asian,hispanic,M,Amesbury  Massachusetts  US,696 Goodwin Lock Suite 66,Beverly,Massachusetts,Worcester County,42413.48662855429,878,42.21882345767249,-72.0212191117819,1215900.941838798,2117224.863866232,54743
b239e26f-78ce-2a06-84a5-2281cabdbc0a,1967-03-31,1987-07-01,999-49-2591,S99990679,X78810054X,Mrs.,Brant303,Arianne988,Heidenreich818,MD,Beatty507,W,black,nonhispanic,F,Fitchburg  Massachusetts  US,817 Abernathy Byway,Fall River,Massachusetts,Essex County,33891.33826659982,2061,41.716864185142434,-72.7891264310428,1199115.142284235,2404876.5354774296,266560
d8dce3cf-69fd-12ac-c116-52ed1b6eed67,1966-10-03,2004-02-16,999-30-4996,S99943712,X63204284X,Ms.,Arron144,Jermaine675,Jimínez732,MD,Johnson679,S,black,nonhispanic,M,New Bedford  Massachusetts  US,191 Runolfsson Drive Apt 19,Peabody,Massachusetts,Plymouth County,33272.138112006556,2291,41.48472605692727,-72.38476196873745,316757.41884757223,3614907.892019885,912416
5e67e2d8-2bd6-e197-c38f-351235530f29,1972-08-11,2023-04-19,999-66-2189,S99974317,X47192448X,Mr.,Antony83,Herbert830,Feil794,MD,Hane680,S,asian,nonhispanic,M,San Juan  Puerto Rico  PR,924 Crona Hollow Unit 35,Springfield,Massachusetts,Middlesex County,35280.09506225526,2421,41.65960674670795,-71.56140242768687,57451.04878827837,2791754.002133071,27721
e829598b-4d24-378f-1407-c1640abc574a,1969-08-28,1987-07-01,999-14-7489,S99986939,X14728125X,Mrs.,Consuelo468,Genia944,Pagac496,MD,Torp761,D,asian,hispanic,F,Peabody  Massachusetts  US,317 Pollich Gateway Apt 75,Carlisle,Massachusetts,Bristol County,30841.45002577322,244,42.19919599012903,-73.00298745913575,406809.2913847241,739971.8882571983,57064
4c0410f4-09a8-83fd-9f0a-e4b492ef07ff,1981-11-28,1969-11-25,999-32-2429,S99916081,X53268051X,Mr.,Cristian531,Coral377,Barrows492,MD,Williamson769,S,other,hispanic,M,Fitchburg  Massachusetts  US,921 Hagenes Fort Suite 40,Newton,Massachusetts,Bristol County,35176.017412222165,2526,42.327478188452716,-71.35939239163312,56676.43016288298,1033393.8225489315,873768
eca82eba-d217-7a6e-6efe-564f3fec3d76,2021-12-25,2019-02-06,999-62-6318,S99943228,X44297687X,Ms.,Ollie731,Willie882,Rogahn59,MD,Hilll811,D,asian,hispanic,M,Great Barrington  Massachusetts  US,1033 Kohler Camp,Needham,Massachusetts,Bristol County,37191.32664426563,1053,41.92834061608281,-71.16391058729387,593251.2631641923,3023497.9990235413,108064
d8dce3cf-69fd-12ac-c116-52ed1b6eed67,1992-01-28,2004-02-16,999-21-2995,S99964907,X17923223X,Mr.,Reid278,Ahmad985,Walter473,MD,Kohler843,M,black,nonhispanic,F,Cambridge  Massachusetts  US,1085 Lehner Quay Apt 12,Barnstable,Massachusetts,Essex County,39330.252457889015,2192,42.08907663210217,-72.91949289825422,388368.83885106986,171378.00697169238,269015
a2f4237b-1a1c-5799-99de-35dfa05b19eb,1969-08-17,2021-04-30,999-38-7374,S99938868,X64746135X,Ms.,Pete38,Elroy493,Baeza53,MD,Labadie908,S,black,nonhispanic,M,Boxford  Massachusetts  US,399 Dare Junction Unit 28,Braintree,Massachusetts,Hampden County,33494.7255867506,1235,42.39567063479958,-71.45486478562626,1107794.6259082633,2279152.981808783,44169
eca82eba-d217-7a6e-6efe-564f3fec3d76,1985-09-06,2022-05-16,999-38-7374,S99911641,X48162857X,Mr.,Stanley702,Dwayne786,Wolf938,MD,Toledo81,M,asian,nonhispanic,M,Beverly  Massachusetts  US,803 Shields Skyway Unit 32,Westfield,Massachusetts,Norfolk County,29577.784020341845,1074,41.67170578207255,-71.47626115975396,3501.6458907561873,2457809.32495335,506676
438740a2-59fc-e26a-0711-06688243d0c1,2019-05-13,2006-10-06,999-19-8222,S99919886,X64746135X,Mr.,Consuelo468,Emogene884,Mertz280,MD,Feil794,M,black,hispanic,M,Lawrence  Massachusetts  US,489 Towne Track Suite 36,Carlisle,Massachusetts,Suffolk County,41801.05579987478,2648,41.95558326936465,-71.50128076589878,103830.77506131418,117868.88248581548,7215
32f0ad13-9437-5846-a11b-e0e499c569dd,1934-07-08,1987-07-01,999-53-3487,S99972408,X66935632X,Mr.,Fredricka415,Tiffani287,Vandervort697,MD,Hills818,S,black,hispanic,F,Fitchburg  Massachusetts  US,877 Wolf Corner,Billerica,Massachusetts,Dukes County,35839.892487081925,2708,41.937294025940965,-70.32156527797669,514246.03899453284,1360111.941249987,521541
e829598b-4d24-378f-1407-c1640abc574a,2009-06-23,2003-08-23,999-61-3305,S99919131,X80194825X,Mr.,Khalilah870,Minh326,Carroll471,MD,Torp761,D,asian,nonhispanic,M,Amesbury  Massachusetts  US,399 Dare Junction Unit 28,Boston,Massachusetts,Hampshire County,34142.19654014304,1915,42.45370103557839,-72.91400441048019,450110.8268144825,3238634.2441380667,701119
412bf1a0-3e57-01f2-7e69-7bc2cbd1acd3,1973-02-25,2022-05-16,999-36-2594,S99943228,X3297311X,Mrs.,Debby656,Klara351,Stroman228,MD,Hills818,M,white,nonhispanic,M,Lawrence  Massachusetts  US,470 Lubowitz Quay,Salem,Massachusetts,Middlesex County,40330.40213969749,1137,42.36847189143983,-72.22301154398941,439109.5663927453,1757497.3579793607,762659
412bf1a0-3e57-01f2-7e69-7bc2cbd1acd3,2013-02-26,2019-02-06,999-67-7977,S99973284,X64569969X,Mr.,Kyle55,Charlie254,Kozey370,MD,Harris789,S,black,hispanic,F,Chicopee  Massachusetts  US,871 Wuckert Neck,Salem,Massachusetts,Worcester County,36002.920151760874,1320,41.885489518290484,-70.67675419521434,476793.923114005,2773462.04611177,7210
225a1778-4837-f3de-4192-3c1fff2b529b,2010-05-04,2021-04-30,999-72-8715,S99999797,X86652946X,Mrs.,Pete38,Adelina682,Camarillo982,MD,Valle770,M,black,nonhispanic,F,Billerica  Massachusetts  US,376 Wisozk Throughway Apt 75,Boxborough,Massachusetts,Norfolk County,37011.10453903102,937,41.82741424702464,-72.24472394071488,918557.9581599383,1950028.287478201,179983
62094446-4639-66fd-c88e-ccc55c80e2b5,1962-08-14,1987-07-01,999-49-2591,S99974317,X88050025X,Ms.,Kyle55,Ollie731,O'Reilly797,MD,Doyle959,W,white,nonhispanic,F,Middleborough  Massachusetts  US,376 Wisozk Throughway Apt 75,Sudbury,Massachusetts,Essex County,37559.00089448407,1127,41.866595004245234,-70.41938607801424,554588.8712027684,2178233.205148925,563027
766b05c0-f5f5-b41b-49c2-38f0e00d368b,2013-09-30,2021-04-30,999-29-3054,S99924184,X16130197X,Ms.,Adrian111,Coral377,Doyle959,MD,Murray856,W,black,hispanic,F,Dartmouth  Massachusetts  US,709 Kunze Heights Apt 93,Taunton,Massachusetts,Dukes County,30783.732785584318,1693,42.48142589033217,-72.71996874825345,629206.8556855837,2352440.4439597954,12071
d3aa4d0d-b047-3d58-1d55-a0a4fc2fe67a,1956-12-20,2003-08-23,999-94-9595,S99959599,X29211767X,Mrs.,Cary869,Robena997,Terry864,MD,Balderas66,M,asian,nonhispanic,M,Fitchburg  Massachusetts  US,921 Wolf Ramp,Norwood,Massachusetts,Middlesex County,43796.915229657665,2,42.29456194031314,-73.07313320148809,1066927.4281123402,422011.74872218445,626310
6754c4af-3a46-d0d4-d1df-6bc0fe400b65,1964-05-29,1987-07-01,999-58-2599,S99958172,X44297687X,Mrs.,Tyler508,Dwayne786,Stehr398,MD,Kohler843,D,white,nonhispanic,M,Everett  Massachusetts  US,445 Vandervort Boulevard Apt 70,Middleborough,Massachusetts,Suffolk County,29048.215392894173,2404,42.02960380853752,-72.77171285396908,1063757.4909878322,3089720.7030853564,486039
fbfb2247-31c9-20d2-3ba3-667d1d0f4361,1962-08-14,2006-10-06,999-12-5401,S99932388,X75648543X,Ms.,Rafaela464,Jaunita130,Hilll811,MD,Williamson769,M,asian,nonhispanic,F,Braintree  Massachusetts  US,133 O'Hara Way,Braintree,Massachusetts,Essex County,32541.978260886714,960,42.82058855366096,-72.19654872077399,974086.0938586245,3308214.9509137413,811565
412bf1a0-3e57-01f2-7e69-7bc2cbd1acd3,1996-03-04,2015-08-29,999-52-5107,S99936812,X59047597X,Ms.,Soon875,Dina200,Rippin620,MD,Hilll811,D,white,nonhispanic,M,Mexico City  Mexico City  MX,754 Haag Stravenue,Holbrook,Massachusetts,Norfolk County,35875.98979329043,1046,41.438086209360705,-72.73578455745749,416019.26022371475,616576.6730851262,759603
4f52e0d1-c61f-e01e-2c5c-3c47f95456cc,1965-07-31,2021-04-30,999-36-2594,S99976047,X78603511X,Mrs.,Kia427,Raymond398,Pfeffer420,MD,Williamson769,W,white,hispanic,M,Dennis  Massachusetts  US,1099 Wilderman Extension,Somerset,Massachusetts,Plymouth County,40754.16585750861,1836,41.68672140947923,-71.43026404530485,670699.1143171504,1566822.2986491206,178725
a5125941-e332-6bc0-130d-30c2cf3d0a70,1947-08-27,1969-02-04,999-29-6077,S99941343,X40546163X,Mr.,Kia427,Bradly656,Spencer878,MD,Kohler843,W,hawaiian,nonhispanic,F,Falmouth  Massachusetts  US,331 O'Conner Road Unit 54,Tewksbury,Massachusetts,Essex County,36617.40003638903,1146,42.08888869679189,-70.98028227946615,397363.6628820219,3425729.70546843,202419
472cf93d-112f-7d12-206b-377116b00872,1995-04-23,2003-08-23,999-71-1493,S99978409,X73793101X,Mrs.,Donya787,Sigrid676,Gleichner915,MD,Medhurst46,D,white,nonhispanic,M,Williamstown  Massachusetts  US,604 Herzog Green Unit 92,Northampton,Massachusetts,Norfolk County,39814.27589540425,457,42.15788924577895,-70.98610224583115,255468.2984902986,3221842.3866442563,433030
472cf93d-112f-7d12-206b-377116b00872,1989-02-21,1987-07-01,999-89-5692,S99934546,X39241298X,Mrs.,Joetta231,Weston546,Robel940,MD,Hills818,S,asian,hispanic,F,Swansea  Massachusetts  US,321 Beier Landing Apt 24,Acton,Massachusetts,Essex County,32929.53663598796,616,41.69464686425628,-70.7025801513459,1167805.1561466346,1235040.8590857268,350478
53397b68-7350-758e-482c-3f181ce504cb,1983-03-17,1969-02-04,999-85-5892,S99959599,X38601591X,Ms.,Ricky354,Jae222,Kovacek682,MD,Schulist381,S,white,nonhispanic,M,Taunton  Massachusetts  US,818 Armstrong Throughway Apt 14,Winchester,Massachusetts,Middlesex County,32389.64537631892,2213,42.72283140070032,-73.01193131227423,957489.2990812223,2956663.0857065017,449545
6754c4af-3a46-d0d4-d1df-6bc0fe400b65,1982-11-02,2021-04-30,999-36-8848,S99942983,X1165390X,Ms.,Emilia403,Dion244,Reinger292,MD,Medhurst46,D,asian,hispanic,F,Taunton  Massachusetts  US,1016 Rodriguez Vista Unit 42,Revere,Massachusetts,Dukes County,43444.905516051746,1544,42.247659566502364,-71.28600181832488,987341.4915243257,3585624.860826624,207941
62094446-4639-66fd-c88e-ccc55c80e2b5,2008-12-02,1987-07-01,999-67-7977,S99959298,X39381789X,Ms.,Ricky354,Arturo47,Toy286,MD,Beatty507,W,asian,nonhispanic,F,Dennis  Massachusetts  US,855 Johnston Parade,Milton,Massachusetts,Barnstable County,35124.99117878573,945,41.63947267098032,-70.42994619230483,1226093.733801245,584599.3750993642,299724
412bf1a0-3e57-01f2-7e69-7bc2cbd1acd3,1986-05-17,2023-04-19,999-33-7113,S99920772,X73720606X,Mrs.,Margarito178,Cheryle584,Nader710,MD,Gutmann970,W,white,hispanic,F,Lexington  Massachusetts  US,497 Kirlin Dam,Plymouth,Massachusetts,Essex County,33910.078167616884,1649,42.64369155214485,-70.89888985945642,1261028.1293355157,3194536.869513325,66807
bb69401d-f314-b19f-64d9-805c59d24ad0,2010-05-04,2023-04-19,999-67-7977,S99959599,X17923223X,Ms.,Carlota980,Taylor21,Zemlak964,MD,Balderas66,S,black,nonhispanic,M,Richmond  Massachusetts  US,921 Hagenes Fort Suite 40,Oak Bluffs,Massachusetts,Middlesex County,43625.452522298925,2114,41.54463583393499,-70.4409685630443,1254391.9150906336,3488465.1243042396,313619
53397b68-7350-758e-482c-3f181ce504cb,2005-12-30,2015-08-29,999-50-6413,S99985163,X48162857X,Ms.,Julene165,Tatiana738,Ledesma253,MD,Sauer652,M,white,hispanic,F,Everett  Massachusetts  US,923 Waters Esplanade Unit 33,Westwood,Massachusetts,Berkshire County,39486.428457619346,1915,42.730419695889005,-72.1373642583128,1168863.5140411672,3266725.753345694,741464
b9ebabff-250a-976f-15ed-7b4d3ede2540,2013-02-26,2023-04-19,999-64-2267,S99985004,X3610476X,Ms.,Chantay958,Sigrid676,Hodkiewicz467,MD,Shanahan202,M,other,hispanic,M,Beijing  Beijing Municipality  CN,737 Kiehn Grove Suite 66,Winthrop,Massachusetts,Berkshire County,31150.700973351923,1138,41.46971987783979,-70.4253681691868,1331201.2674047307,3069307.2217560005,408629
8ece01cb-7c0a-462c-9a65-e12f27d56074,1958-02-04,1969-02-04,999-27-8923,S99974317,X57329522X,Mrs.,Mora209,Kristel938,Barrows492,MD,Gutmann970,D,other,hispanic,F,Paxton  Massachusetts  US,1098 Boyer Port Unit 41,Medfield,Massachusetts,Barnstable County,41931.89317980162,1825,41.97324331766483,-70.8078922517397,785057.034973653,2034554.730657575,523589
f522c3dc-d003-2da5-c06c-f1ed1c668f1b,1979-03-18,2003-08-23,999-33-7113,S99999797,X66342925X,Mrs.,Daryl568,Meta661,Parker433,MD,Hills818,D,asian,hispanic,M,Fairhaven  Massachusetts  US,284 Jerde Rapid Suite 19,Norwood,Massachusetts,Norfolk County,37546.838412211364,1399,42.24440169383866,-71.38226704036575,474893.4705414328,2761458.9475515448,686698
c12b8083-36b1-4ca5-0b82-65e1f7273a53,1993-02-08,1987-07-01,999-33-3253,S99974234,X47192448X,Ms.,Gennie418,Robena997,Carroll471,MD,Moen819,W,other,hispanic,M,Dartmouth  Massachusetts  US,376 Wisozk Throughway Apt 75,Acton,Massachusetts,Hampden County,37124.82814367401,2729,42.60055960464911,-72.49973888586308,234207.44915808912,937815.8321911618,22110
ea17d532-319b-782e-4a76-d1389fb2d706,1995-01-10,2003-08-23,999-33-4454,S99944307,X23555054X,Ms.,Gennie418,Nelle766,Gutkowski940,MD,Nienow652,M,hawaiian,nonhispanic,M,Easthampton  Massachusetts  US,855 Johnston Parade,Medfield,Massachusetts,Bristol County,42970.07056339897,1108,42.13342410355216,-70.44480753097233,1225991.4717934947,1938540.5074964578,566592
225a1778-4837-f3de-4192-3c1fff2b529b,1986-05-17,2023-04-19,999-73-8314,S99990679,X16592422X,Ms.,Reid278,Trent525,Terry864,MD,Labadie908,S,black,hispanic,F,Wellesley  Massachusetts  US,629 Metz Trafficway,Fall River,Massachusetts,Barnstable County,30110.256426377724,1124,42.78260517258614,-71.42376469426972,642883.388957879,3081030.4951377884,99698
ce7d5f8f-920d-e0d6-cd36-ba45e4657755,1985-03-09,1969-02-04,999-72-8715,S99919131,X27238568X,Mr.,Rafaela464,Dwayne786,Weber641,MD,Ornelas92,M,black,nonhispanic,M,Dracut  Massachusetts  US,284 Jerde Rapid Suite 19,Brockton,Massachusetts,Norfolk County,31560.506389122595,1107,41.75096590894169,-70.48565559606457,462215.8507076482,1286463.7800177597,698322
77d6a302-e673-10f5-5cff-800864c28a1c,1943-09-09,2021-04-30,999-64-2267,S99940628,X49281047X,Ms.,Kenneth671,Elisa944,Conroy74,MD,Tillman293,S,asian,nonhispanic,M,Milford  Massachusetts  US,489 Towne Track Suite 36,Peabody,Massachusetts,Berkshire County,37595.29743096591,2774,41.93979635946867,-71.30432694161108,183410.0927455799,1792758.741416858,811751
741d0bc0-d425-6fca-622a-ab5bd140fed5,2007-07-06,2023-04-19,999-36-8712,S99954727,X80194825X,Ms.,Werner409,Fausto876,Weissnat378,MD,Corkery305,W,asian,nonhispanic,F,Canton  Massachusetts  US,541 Fisher Vale,Clinton,Massachusetts,Plymouth County,35587.59622925034,2304,42.87948182612163,-70.9648030301116,976522.576286873,1827532.5515512885,620347
32f0ad13-9437-5846-a11b-e0e499c569dd,2005-11-24,2023-04-19,999-96-1323,S99956924,X1165390X,Mrs.,Marvin195,Willie882,Thompson596,MD,Valle770,M,white,hispanic,F,Leominster  Massachusetts  US,921 Hagenes Fort Suite 40,Somerville,Massachusetts,Worcester County,35360.259476785184,2086,41.85910563177568,-72.3189066177694,750404.1691732093,1715139.213879277,634320
